,sentinel_image,image,mask1,max_val_swir_nir,num_fire_pixels_mask1
4551,T12TUQ_20200813T181931,T12TUQ_20200813T181931_20m_stack_p00040.tif,T12TUQ_20200813T181931_20m_stack_maskf_p00040.tif,10116,0
4552,T50TLK_20200810T030551,T50TLK_20200810T030551_20m_stack_p00145.tif,T50TLK_20200810T030551_20m_stack_maskf_p00145.tif,12362,0
4553,T47RPJ_20200827T034539,T47RPJ_20200827T034539_20m_stack_p00172.tif,T47RPJ_20200827T034539_20m_stack_maskf_p00172.tif,6544,0
4554,T36LWL_20200821T073621,T36LWL_20200821T073621_20m_stack_p00099.tif,T36LWL_20200821T073621_20m_stack_maskf_p00099.tif,8301,0
4555,T36LWL_20200821T073621,T36LWL_20200821T073621_20m_stack_p00166.tif,T36LWL_20200821T073621_20m_stack_maskf_p00166.tif,11463,0
4556,T52VFQ_20200821T023551,T52VFQ_20200821T023551_20m_stack_p00364.tif,T52VFQ_20200821T023551_20m_stack_maskf_p00364.tif,4447,0
4557,T20JQR_20200827T141049,T20JQR_20200827T141049_20m_stack_p00169.tif,T20JQR_20200827T141049_20m_stack_maskf_p00169.tif,4839,0
4558,T19FDA_20200827T141049,T19FDA_20200827T141049_20m_stack_p00219.tif,T19FDA_20200827T141049_20m_stack_maskf_p00219.tif,5024,0
4559,T21LVK_20200802T141051,T21LVK_20200802T141051_20m_stack_p00277.tif,T21LVK_20200802T141051_20m_stack_maskf_p00277.tif,5161,0
4560,T21LVK_20200802T141051,T21LVK_20200802T141051_20m_stack_p00051.tif,T21LVK_20200802T141051_20m_stack_maskf_p00051.tif,5270,0
4561,T52LFL_20200812T013719,T52LFL_20200812T013719_20m_stack_p00363.tif,T52LFL_20200812T013719_20m_stack_maskf_p00363.tif,4690,0
4562,T30PYB_20200827T102559,T30PYB_20200827T102559_20m_stack_p00480.tif,T30PYB_20200827T102559_20m_stack_maskf_p00480.tif,0,0
4563,T43TGH_20200825T053651,T43TGH_20200825T053651_20m_stack_p00201.tif,T43TGH_20200825T053651_20m_stack_maskf_p00201.tif,6052,0
4564,T36LWL_20200821T073621,T36LWL_20200821T073621_20m_stack_p00298.tif,T36LWL_20200821T073621_20m_stack_maskf_p00298.tif,12663,0
4565,T16SCD_20200815T162839,T16SCD_20200815T162839_20m_stack_p00193.tif,T16SCD_20200815T162839_20m_stack_maskf_p00193.tif,10847,0
4566,T19FDA_20200827T141049,T19FDA_20200827T141049_20m_stack_p00279.tif,T19FDA_20200827T141049_20m_stack_maskf_p00279.tif,8487,0
4567,T22MEA_20200806T135121,T22MEA_20200806T135121_20m_stack_p00052.tif,T22MEA_20200806T135121_20m_stack_maskf_p00052.tif,5033,0
4568,T52VFQ_20200821T023551,T52VFQ_20200821T023551_20m_stack_p00253.tif,T52VFQ_20200821T023551_20m_stack_maskf_p00253.tif,3611,0
4569,T21LVK_20200802T141051,T21LVK_20200802T141051_20m_stack_p00323.tif,T21LVK_20200802T141051_20m_stack_maskf_p00323.tif,4843,0
4570,T47RPJ_20200827T034539,T47RPJ_20200827T034539_20m_stack_p00479.tif,T47RPJ_20200827T034539_20m_stack_maskf_p00479.tif,5513,0
4571,T30SUG_20200821T105631,T30SUG_20200821T105631_20m_stack_p00259.tif,T30SUG_20200821T105631_20m_stack_maskf_p00259.tif,6264,0
4572,T19FDA_20200827T141049,T19FDA_20200827T141049_20m_stack_p00217.tif,T19FDA_20200827T141049_20m_stack_maskf_p00217.tif,4523,0
4573,T12TUQ_20200813T181931,T12TUQ_20200813T181931_20m_stack_p00098.tif,T12TUQ_20200813T181931_20m_stack_maskf_p00098.tif,10223,0
4574,T55HGV_20200827T000251,T55HGV_20200827T000251_20m_stack_p00066.tif,T55HGV_20200827T000251_20m_stack_maskf_p00066.tif,3604,0
4575,T50TLK_20200810T030551,T50TLK_20200810T030551_20m_stack_p00452.tif,T50TLK_20200810T030551_20m_stack_maskf_p00452.tif,5165,0
4576,T39UXT_20200823T072619,T39UXT_20200823T072619_20m_stack_p00257.tif,T39UXT_20200823T072619_20m_stack_maskf_p00257.tif,11945,0
4577,T30PYB_20200827T102559,T30PYB_20200827T102559_20m_stack_p00179.tif,T30PYB_20200827T102559_20m_stack_maskf_p00179.tif,7097,0
4578,T52LFL_20200812T013719,T52LFL_20200812T013719_20m_stack_p00264.tif,T52LFL_20200812T013719_20m_stack_maskf_p00264.tif,5310,0
4579,T52LFL_20200812T013719,T52LFL_20200812T013719_20m_stack_p00191.tif,T52LFL_20200812T013719_20m_stack_maskf_p00191.tif,6452,0
4580,T22MEA_20200806T135121,T22MEA_20200806T135121_20m_stack_p00472.tif,T22MEA_20200806T135121_20m_stack_maskf_p00472.tif,0,0
4581,T12TUQ_20200813T181931,T12TUQ_20200813T181931_20m_stack_p00275.tif,T12TUQ_20200813T181931_20m_stack_maskf_p00275.tif,7043,0
4582,T52WES_20200812T025549,T52WES_20200812T025549_20m_stack_p00338.tif,T52WES_20200812T025549_20m_stack_maskf_p00338.tif,8864,0
4583,T52LFL_20200812T013719,T52LFL_20200812T013719_20m_stack_p00334.tif,T52LFL_20200812T013719_20m_stack_maskf_p00334.tif,7962,0
4584,T16SCD_20200815T162839,T16SCD_20200815T162839_20m_stack_p00159.tif,T16SCD_20200815T162839_20m_stack_maskf_p00159.tif,9298,0
4585,T30PYB_20200827T102559,T30PYB_20200827T102559_20m_stack_p00374.tif,T30PYB_20200827T102559_20m_stack_maskf_p00374.tif,0,0
4586,T37TEN_20200808T081609,T37TEN_20200808T081609_20m_stack_p00103.tif,T37TEN_20200808T081609_20m_stack_maskf_p00103.tif,5303,0
4587,T50TLK_20200810T030551,T50TLK_20200810T030551_20m_stack_p00070.tif,T50TLK_20200810T030551_20m_stack_maskf_p00070.tif,5752,0
4588,T37TEN_20200808T081609,T37TEN_20200808T081609_20m_stack_p00479.tif,T37TEN_20200808T081609_20m_stack_maskf_p00479.tif,4221,0
4589,T36LWL_20200821T073621,T36LWL_20200821T073621_20m_stack_p00039.tif,T36LWL_20200821T073621_20m_stack_maskf_p00039.tif,0,0
4590,T37MCM_20200823T072619,T37MCM_20200823T072619_20m_stack_p00181.tif,T37MCM_20200823T072619_20m_stack_maskf_p00181.tif,9100,0
4591,T38SPA_20200823T072619,T38SPA_20200823T072619_20m_stack_p00402.tif,T38SPA_20200823T072619_20m_stack_maskf_p00402.tif,5711,0
4592,T52LFL_20200812T013719,T52LFL_20200812T013719_20m_stack_p00285.tif,T52LFL_20200812T013719_20m_stack_maskf_p00285.tif,5615,0
4593,T12TUQ_20200813T181931,T12TUQ_20200813T181931_20m_stack_p00281.tif,T12TUQ_20200813T181931_20m_stack_maskf_p00281.tif,5852,0
4594,T55HGV_20200827T000251,T55HGV_20200827T000251_20m_stack_p00458.tif,T55HGV_20200827T000251_20m_stack_maskf_p00458.tif,151,0
4595,T38SPA_20200823T072619,T38SPA_20200823T072619_20m_stack_p00259.tif,T38SPA_20200823T072619_20m_stack_maskf_p00259.tif,5160,0
4596,T52LFL_20200812T013719,T52LFL_20200812T013719_20m_stack_p00306.tif,T52LFL_20200812T013719_20m_stack_maskf_p00306.tif,4166,0
4597,T22MEA_20200806T135121,T22MEA_20200806T135121_20m_stack_p00231.tif,T22MEA_20200806T135121_20m_stack_maskf_p00231.tif,4920,0
4598,T49WFM_20200825T035541,T49WFM_20200825T035541_20m_stack_p00086.tif,T49WFM_20200825T035541_20m_stack_maskf_p00086.tif,7845,0
4599,T39TWN_20200823T072619,T39TWN_20200823T072619_20m_stack_p00070.tif,T39TWN_20200823T072619_20m_stack_maskf_p00070.tif,6083,0
4600,T21WXU_20200825T153911,T21WXU_20200825T153911_20m_stack_p00210.tif,T21WXU_20200825T153911_20m_stack_maskf_p00210.tif,12384,0
4601,T55HGV_20200827T000251,T55HGV_20200827T000251_20m_stack_p00440.tif,T55HGV_20200827T000251_20m_stack_maskf_p00440.tif,138,0
4602,T52LFL_20200812T013719,T52LFL_20200812T013719_20m_stack_p00266.tif,T52LFL_20200812T013719_20m_stack_maskf_p00266.tif,8726,0
4603,T30UYC_20200821T105631,T30UYC_20200821T105631_20m_stack_p00196.tif,T30UYC_20200821T105631_20m_stack_maskf_p00196.tif,10065,0
4604,T37TEN_20200808T081609,T37TEN_20200808T081609_20m_stack_p00260.tif,T37TEN_20200808T081609_20m_stack_maskf_p00260.tif,4582,0
4605,T21LVK_20200802T141051,T21LVK_20200802T141051_20m_stack_p00423.tif,T21LVK_20200802T141051_20m_stack_maskf_p00423.tif,5079,0
4606,T36LWL_20200821T073621,T36LWL_20200821T073621_20m_stack_p00363.tif,T36LWL_20200821T073621_20m_stack_maskf_p00363.tif,8699,0
4607,T52VFQ_20200821T023551,T52VFQ_20200821T023551_20m_stack_p00200.tif,T52VFQ_20200821T023551_20m_stack_maskf_p00200.tif,4221,0
4608,T19FDA_20200827T141049,T19FDA_20200827T141049_20m_stack_p00476.tif,T19FDA_20200827T141049_20m_stack_maskf_p00476.tif,1322,0
4609,T21LVK_20200802T141051,T21LVK_20200802T141051_20m_stack_p00026.tif,T21LVK_20200802T141051_20m_stack_maskf_p00026.tif,5292,0
4610,T21WXU_20200825T153911,T21WXU_20200825T153911_20m_stack_p00331.tif,T21WXU_20200825T153911_20m_stack_maskf_p00331.tif,12456,0
4611,T21LVK_20200802T141051,T21LVK_20200802T141051_20m_stack_p00179.tif,T21LVK_20200802T141051_20m_stack_maskf_p00179.tif,5016,0
4612,T30PYB_20200827T102559,T30PYB_20200827T102559_20m_stack_p00382.tif,T30PYB_20200827T102559_20m_stack_maskf_p00382.tif,0,0
4613,T55HGV_20200827T000251,T55HGV_20200827T000251_20m_stack_p00264.tif,T55HGV_20200827T000251_20m_stack_maskf_p00264.tif,3490,0
4614,T43VED_20200812T061639,T43VED_20200812T061639_20m_stack_p00423.tif,T43VED_20200812T061639_20m_stack_maskf_p00423.tif,3864,0
4615,T35ULR_20200821T092031,T35ULR_20200821T092031_20m_stack_p00186.tif,T35ULR_20200821T092031_20m_stack_maskf_p00186.tif,11411,0
4616,T38SPA_20200823T072619,T38SPA_20200823T072619_20m_stack_p00347.tif,T38SPA_20200823T072619_20m_stack_maskf_p00347.tif,6753,0
4617,T49WFM_20200825T035541,T49WFM_20200825T035541_20m_stack_p00012.tif,T49WFM_20200825T035541_20m_stack_maskf_p00012.tif,7484,0
4618,T52WES_20200812T025549,T52WES_20200812T025549_20m_stack_p00392.tif,T52WES_20200812T025549_20m_stack_maskf_p00392.tif,9947,0
4619,T43TGH_20200825T053651,T43TGH_20200825T053651_20m_stack_p00045.tif,T43TGH_20200825T053651_20m_stack_maskf_p00045.tif,3917,0
4620,T36LWL_20200821T073621,T36LWL_20200821T073621_20m_stack_p00251.tif,T36LWL_20200821T073621_20m_stack_maskf_p00251.tif,9510,0
4621,T50TLK_20200810T030551,T50TLK_20200810T030551_20m_stack_p00455.tif,T50TLK_20200810T030551_20m_stack_maskf_p00455.tif,4921,0
4622,T38SPA_20200823T072619,T38SPA_20200823T072619_20m_stack_p00401.tif,T38SPA_20200823T072619_20m_stack_maskf_p00401.tif,5663,0
4623,T47RPJ_20200827T034539,T47RPJ_20200827T034539_20m_stack_p00393.tif,T47RPJ_20200827T034539_20m_stack_maskf_p00393.tif,19419,0
4624,T39TWN_20200823T072619,T39TWN_20200823T072619_20m_stack_p00432.tif,T39TWN_20200823T072619_20m_stack_maskf_p00432.tif,6928,0
4625,T43VED_20200812T061639,T43VED_20200812T061639_20m_stack_p00342.tif,T43VED_20200812T061639_20m_stack_maskf_p00342.tif,3997,0
4626,T35ULR_20200821T092031,T35ULR_20200821T092031_20m_stack_p00057.tif,T35ULR_20200821T092031_20m_stack_maskf_p00057.tif,6842,0
4627,T52LFL_20200812T013719,T52LFL_20200812T013719_20m_stack_p00386.tif,T52LFL_20200812T013719_20m_stack_maskf_p00386.tif,3835,0
4628,T52WES_20200812T025549,T52WES_20200812T025549_20m_stack_p00207.tif,T52WES_20200812T025549_20m_stack_maskf_p00207.tif,14313,0
4629,T35ULR_20200821T092031,T35ULR_20200821T092031_20m_stack_p00238.tif,T35ULR_20200821T092031_20m_stack_maskf_p00238.tif,12969,0
4630,T30PYB_20200827T102559,T30PYB_20200827T102559_20m_stack_p00227.tif,T30PYB_20200827T102559_20m_stack_maskf_p00227.tif,6409,0
4631,T47RPJ_20200827T034539,T47RPJ_20200827T034539_20m_stack_p00101.tif,T47RPJ_20200827T034539_20m_stack_maskf_p00101.tif,5935,0
4632,T12TUQ_20200813T181931,T12TUQ_20200813T181931_20m_stack_p00091.tif,T12TUQ_20200813T181931_20m_stack_maskf_p00091.tif,6081,0
4633,T12TUQ_20200813T181931,T12TUQ_20200813T181931_20m_stack_p00242.tif,T12TUQ_20200813T181931_20m_stack_maskf_p00242.tif,3950,0
4634,T36LWL_20200821T073621,T36LWL_20200821T073621_20m_stack_p00150.tif,T36LWL_20200821T073621_20m_stack_maskf_p00150.tif,9469,0
4635,T21LVK_20200802T141051,T21LVK_20200802T141051_20m_stack_p00459.tif,T21LVK_20200802T141051_20m_stack_maskf_p00459.tif,5152,0
4636,T47RPJ_20200827T034539,T47RPJ_20200827T034539_20m_stack_p00128.tif,T47RPJ_20200827T034539_20m_stack_maskf_p00128.tif,7431,0
4637,T43VED_20200812T061639,T43VED_20200812T061639_20m_stack_p00048.tif,T43VED_20200812T061639_20m_stack_maskf_p00048.tif,3806,0
4638,T37MCM_20200823T072619,T37MCM_20200823T072619_20m_stack_p00278.tif,T37MCM_20200823T072619_20m_stack_maskf_p00278.tif,9281,0
4639,T50TLK_20200810T030551,T50TLK_20200810T030551_20m_stack_p00473.tif,T50TLK_20200810T030551_20m_stack_maskf_p00473.tif,4589,0
4640,T52LFL_20200812T013719,T52LFL_20200812T013719_20m_stack_p00079.tif,T52LFL_20200812T013719_20m_stack_maskf_p00079.tif,4576,0
4641,T30PYB_20200827T102559,T30PYB_20200827T102559_20m_stack_p00001.tif,T30PYB_20200827T102559_20m_stack_maskf_p00001.tif,6341,0
4642,T52LFL_20200812T013719,T52LFL_20200812T013719_20m_stack_p00350.tif,T52LFL_20200812T013719_20m_stack_maskf_p00350.tif,4795,0
4643,T52VFQ_20200821T023551,T52VFQ_20200821T023551_20m_stack_p00217.tif,T52VFQ_20200821T023551_20m_stack_maskf_p00217.tif,4254,0
4644,T35ULR_20200821T092031,T35ULR_20200821T092031_20m_stack_p00138.tif,T35ULR_20200821T092031_20m_stack_maskf_p00138.tif,8692,0
4645,T37MCM_20200823T072619,T37MCM_20200823T072619_20m_stack_p00333.tif,T37MCM_20200823T072619_20m_stack_maskf_p00333.tif,12972,0
4646,T52WES_20200812T025549,T52WES_20200812T025549_20m_stack_p00126.tif,T52WES_20200812T025549_20m_stack_maskf_p00126.tif,11910,0
4647,T30SUG_20200821T105631,T30SUG_20200821T105631_20m_stack_p00342.tif,T30SUG_20200821T105631_20m_stack_maskf_p00342.tif,7006,0
4648,T43VED_20200812T061639,T43VED_20200812T061639_20m_stack_p00228.tif,T43VED_20200812T061639_20m_stack_maskf_p00228.tif,3954,0
4649,T36LWL_20200821T073621,T36LWL_20200821T073621_20m_stack_p00008.tif,T36LWL_20200821T073621_20m_stack_maskf_p00008.tif,0,0
4650,T30SUG_20200821T105631,T30SUG_20200821T105631_20m_stack_p00120.tif,T30SUG_20200821T105631_20m_stack_maskf_p00120.tif,6536,0
4651,T37TEN_20200808T081609,T37TEN_20200808T081609_20m_stack_p00482.tif,T37TEN_20200808T081609_20m_stack_maskf_p00482.tif,4240,0
4652,T49WFM_20200825T035541,T49WFM_20200825T035541_20m_stack_p00303.tif,T49WFM_20200825T035541_20m_stack_maskf_p00303.tif,5911,0
4653,T43VED_20200812T061639,T43VED_20200812T061639_20m_stack_p00241.tif,T43VED_20200812T061639_20m_stack_maskf_p00241.tif,4168,0
4654,T30UYC_20200821T105631,T30UYC_20200821T105631_20m_stack_p00411.tif,T30UYC_20200821T105631_20m_stack_maskf_p00411.tif,5760,0
4655,T35ULR_20200821T092031,T35ULR_20200821T092031_20m_stack_p00253.tif,T35ULR_20200821T092031_20m_stack_maskf_p00253.tif,11877,0
4656,T22MEA_20200806T135121,T22MEA_20200806T135121_20m_stack_p00086.tif,T22MEA_20200806T135121_20m_stack_maskf_p00086.tif,5205,0
4657,T19FDA_20200827T141049,T19FDA_20200827T141049_20m_stack_p00410.tif,T19FDA_20200827T141049_20m_stack_maskf_p00410.tif,4715,0
4658,T12TUQ_20200813T181931,T12TUQ_20200813T181931_20m_stack_p00330.tif,T12TUQ_20200813T181931_20m_stack_maskf_p00330.tif,6077,0
4659,T30UYC_20200821T105631,T30UYC_20200821T105631_20m_stack_p00109.tif,T30UYC_20200821T105631_20m_stack_maskf_p00109.tif,12105,0
4660,T20JQR_20200827T141049,T20JQR_20200827T141049_20m_stack_p00377.tif,T20JQR_20200827T141049_20m_stack_maskf_p00377.tif,0,0
4661,T47RPJ_20200827T034539,T47RPJ_20200827T034539_20m_stack_p00202.tif,T47RPJ_20200827T034539_20m_stack_maskf_p00202.tif,6112,0
4662,T30UYC_20200821T105631,T30UYC_20200821T105631_20m_stack_p00292.tif,T30UYC_20200821T105631_20m_stack_maskf_p00292.tif,12755,0
4663,T39TWN_20200823T072619,T39TWN_20200823T072619_20m_stack_p00081.tif,T39TWN_20200823T072619_20m_stack_maskf_p00081.tif,12604,0
4664,T52LFL_20200812T013719,T52LFL_20200812T013719_20m_stack_p00327.tif,T52LFL_20200812T013719_20m_stack_maskf_p00327.tif,4394,0
4665,T39TWN_20200823T072619,T39TWN_20200823T072619_20m_stack_p00188.tif,T39TWN_20200823T072619_20m_stack_maskf_p00188.tif,9416,0
4666,T21WXU_20200825T153911,T21WXU_20200825T153911_20m_stack_p00078.tif,T21WXU_20200825T153911_20m_stack_maskf_p00078.tif,6124,0
4667,T37MCM_20200823T072619,T37MCM_20200823T072619_20m_stack_p00127.tif,T37MCM_20200823T072619_20m_stack_maskf_p00127.tif,11222,0
4668,T52LFL_20200812T013719,T52LFL_20200812T013719_20m_stack_p00326.tif,T52LFL_20200812T013719_20m_stack_maskf_p00326.tif,4188,0
4669,T52LFL_20200812T013719,T52LFL_20200812T013719_20m_stack_p00194.tif,T52LFL_20200812T013719_20m_stack_maskf_p00194.tif,5041,0
4670,T16SCD_20200815T162839,T16SCD_20200815T162839_20m_stack_p00046.tif,T16SCD_20200815T162839_20m_stack_maskf_p00046.tif,7780,0
4671,T52LFL_20200812T013719,T52LFL_20200812T013719_20m_stack_p00088.tif,T52LFL_20200812T013719_20m_stack_maskf_p00088.tif,6834,0
4672,T37TEN_20200808T081609,T37TEN_20200808T081609_20m_stack_p00187.tif,T37TEN_20200808T081609_20m_stack_maskf_p00187.tif,8718,0
4673,T30PYB_20200827T102559,T30PYB_20200827T102559_20m_stack_p00151.tif,T30PYB_20200827T102559_20m_stack_maskf_p00151.tif,6927,0
4674,T37TEN_20200808T081609,T37TEN_20200808T081609_20m_stack_p00117.tif,T37TEN_20200808T081609_20m_stack_maskf_p00117.tif,12693,0
4675,T37MCM_20200823T072619,T37MCM_20200823T072619_20m_stack_p00035.tif,T37MCM_20200823T072619_20m_stack_maskf_p00035.tif,7664,0
4676,T38SPA_20200823T072619,T38SPA_20200823T072619_20m_stack_p00244.tif,T38SPA_20200823T072619_20m_stack_maskf_p00244.tif,5573,0
4677,T52LFL_20200812T013719,T52LFL_20200812T013719_20m_stack_p00464.tif,T52LFL_20200812T013719_20m_stack_maskf_p00464.tif,8022,0
4678,T16SCD_20200815T162839,T16SCD_20200815T162839_20m_stack_p00459.tif,T16SCD_20200815T162839_20m_stack_maskf_p00459.tif,9214,0
4679,T38SPA_20200823T072619,T38SPA_20200823T072619_20m_stack_p00395.tif,T38SPA_20200823T072619_20m_stack_maskf_p00395.tif,5843,0
4680,T37TEN_20200808T081609,T37TEN_20200808T081609_20m_stack_p00277.tif,T37TEN_20200808T081609_20m_stack_maskf_p00277.tif,13091,0
4681,T55HGV_20200827T000251,T55HGV_20200827T000251_20m_stack_p00405.tif,T55HGV_20200827T000251_20m_stack_maskf_p00405.tif,134,0
4682,T43VED_20200812T061639,T43VED_20200812T061639_20m_stack_p00054.tif,T43VED_20200812T061639_20m_stack_maskf_p00054.tif,3915,0
4683,T20JQR_20200827T141049,T20JQR_20200827T141049_20m_stack_p00244.tif,T20JQR_20200827T141049_20m_stack_maskf_p00244.tif,4373,0
4684,T39TWN_20200823T072619,T39TWN_20200823T072619_20m_stack_p00270.tif,T39TWN_20200823T072619_20m_stack_maskf_p00270.tif,9851,0
4685,T43VED_20200812T061639,T43VED_20200812T061639_20m_stack_p00052.tif,T43VED_20200812T061639_20m_stack_maskf_p00052.tif,4159,0
4686,T22MEA_20200806T135121,T22MEA_20200806T135121_20m_stack_p00017.tif,T22MEA_20200806T135121_20m_stack_maskf_p00017.tif,4957,0
4687,T52WES_20200812T025549,T52WES_20200812T025549_20m_stack_p00371.tif,T52WES_20200812T025549_20m_stack_maskf_p00371.tif,14708,0
4688,T38SPA_20200823T072619,T38SPA_20200823T072619_20m_stack_p00423.tif,T38SPA_20200823T072619_20m_stack_maskf_p00423.tif,5794,0
4689,T37TEN_20200808T081609,T37TEN_20200808T081609_20m_stack_p00086.tif,T37TEN_20200808T081609_20m_stack_maskf_p00086.tif,4099,0
4690,T37TEN_20200808T081609,T37TEN_20200808T081609_20m_stack_p00061.tif,T37TEN_20200808T081609_20m_stack_maskf_p00061.tif,3625,0
4691,T55HGV_20200827T000251,T55HGV_20200827T000251_20m_stack_p00146.tif,T55HGV_20200827T000251_20m_stack_maskf_p00146.tif,6413,0
4692,T30SUG_20200821T105631,T30SUG_20200821T105631_20m_stack_p00376.tif,T30SUG_20200821T105631_20m_stack_maskf_p00376.tif,5504,0
4693,T21LVK_20200802T141051,T21LVK_20200802T141051_20m_stack_p00021.tif,T21LVK_20200802T141051_20m_stack_maskf_p00021.tif,5392,0
4694,T43TGH_20200825T053651,T43TGH_20200825T053651_20m_stack_p00365.tif,T43TGH_20200825T053651_20m_stack_maskf_p00365.tif,6759,0
4695,T52VFQ_20200821T023551,T52VFQ_20200821T023551_20m_stack_p00113.tif,T52VFQ_20200821T023551_20m_stack_maskf_p00113.tif,19001,15
4696,T36LWL_20200821T073621,T36LWL_20200821T073621_20m_stack_p00400.tif,T36LWL_20200821T073621_20m_stack_maskf_p00400.tif,11948,0
4697,T43VED_20200812T061639,T43VED_20200812T061639_20m_stack_p00380.tif,T43VED_20200812T061639_20m_stack_maskf_p00380.tif,4150,0
4698,T30SUG_20200821T105631,T30SUG_20200821T105631_20m_stack_p00372.tif,T30SUG_20200821T105631_20m_stack_maskf_p00372.tif,5727,0
4699,T30UYC_20200821T105631,T30UYC_20200821T105631_20m_stack_p00348.tif,T30UYC_20200821T105631_20m_stack_maskf_p00348.tif,7945,0
4700,T22MEA_20200806T135121,T22MEA_20200806T135121_20m_stack_p00261.tif,T22MEA_20200806T135121_20m_stack_maskf_p00261.tif,4833,0
4701,T52VFQ_20200821T023551,T52VFQ_20200821T023551_20m_stack_p00380.tif,T52VFQ_20200821T023551_20m_stack_maskf_p00380.tif,3811,0
4702,T22MEA_20200806T135121,T22MEA_20200806T135121_20m_stack_p00049.tif,T22MEA_20200806T135121_20m_stack_maskf_p00049.tif,4956,0
4703,T52LFL_20200812T013719,T52LFL_20200812T013719_20m_stack_p00034.tif,T52LFL_20200812T013719_20m_stack_maskf_p00034.tif,3284,0
4704,T30SUG_20200821T105631,T30SUG_20200821T105631_20m_stack_p00433.tif,T30SUG_20200821T105631_20m_stack_maskf_p00433.tif,5323,0
4705,T47RPJ_20200827T034539,T47RPJ_20200827T034539_20m_stack_p00009.tif,T47RPJ_20200827T034539_20m_stack_maskf_p00009.tif,5523,0
4706,T16SCD_20200815T162839,T16SCD_20200815T162839_20m_stack_p00463.tif,T16SCD_20200815T162839_20m_stack_maskf_p00463.tif,6363,0
4707,T38SPA_20200823T072619,T38SPA_20200823T072619_20m_stack_p00431.tif,T38SPA_20200823T072619_20m_stack_maskf_p00431.tif,4759,0
4708,T36LWL_20200821T073621,T36LWL_20200821T073621_20m_stack_p00255.tif,T36LWL_20200821T073621_20m_stack_maskf_p00255.tif,5999,5
4709,T43TGH_20200825T053651,T43TGH_20200825T053651_20m_stack_p00229.tif,T43TGH_20200825T053651_20m_stack_maskf_p00229.tif,5602,0
4710,T38SPA_20200823T072619,T38SPA_20200823T072619_20m_stack_p00246.tif,T38SPA_20200823T072619_20m_stack_maskf_p00246.tif,4917,0
4711,T49WFM_20200825T035541,T49WFM_20200825T035541_20m_stack_p00047.tif,T49WFM_20200825T035541_20m_stack_maskf_p00047.tif,2978,0
4712,T37TEN_20200808T081609,T37TEN_20200808T081609_20m_stack_p00109.tif,T37TEN_20200808T081609_20m_stack_maskf_p00109.tif,4089,0
4713,T39UXT_20200823T072619,T39UXT_20200823T072619_20m_stack_p00302.tif,T39UXT_20200823T072619_20m_stack_maskf_p00302.tif,9774,0
4714,T19FDA_20200827T141049,T19FDA_20200827T141049_20m_stack_p00017.tif,T19FDA_20200827T141049_20m_stack_maskf_p00017.tif,11960,0
4715,T52WES_20200812T025549,T52WES_20200812T025549_20m_stack_p00430.tif,T52WES_20200812T025549_20m_stack_maskf_p00430.tif,9912,0
4716,T22MEA_20200806T135121,T22MEA_20200806T135121_20m_stack_p00371.tif,T22MEA_20200806T135121_20m_stack_maskf_p00371.tif,5220,0
4717,T52VFQ_20200821T023551,T52VFQ_20200821T023551_20m_stack_p00076.tif,T52VFQ_20200821T023551_20m_stack_maskf_p00076.tif,3749,0
4718,T52LFL_20200812T013719,T52LFL_20200812T013719_20m_stack_p00440.tif,T52LFL_20200812T013719_20m_stack_maskf_p00440.tif,4195,0
4719,T38SPA_20200823T072619,T38SPA_20200823T072619_20m_stack_p00251.tif,T38SPA_20200823T072619_20m_stack_maskf_p00251.tif,5659,0
4720,T55HGV_20200827T000251,T55HGV_20200827T000251_20m_stack_p00197.tif,T55HGV_20200827T000251_20m_stack_maskf_p00197.tif,4753,0
4721,T38SPA_20200823T072619,T38SPA_20200823T072619_20m_stack_p00031.tif,T38SPA_20200823T072619_20m_stack_maskf_p00031.tif,5438,0
4722,T30UYC_20200821T105631,T30UYC_20200821T105631_20m_stack_p00254.tif,T30UYC_20200821T105631_20m_stack_maskf_p00254.tif,14048,0
4723,T35ULR_20200821T092031,T35ULR_20200821T092031_20m_stack_p00241.tif,T35ULR_20200821T092031_20m_stack_maskf_p00241.tif,14449,0
4724,T39TWN_20200823T072619,T39TWN_20200823T072619_20m_stack_p00206.tif,T39TWN_20200823T072619_20m_stack_maskf_p00206.tif,11157,0
4725,T30UYC_20200821T105631,T30UYC_20200821T105631_20m_stack_p00283.tif,T30UYC_20200821T105631_20m_stack_maskf_p00283.tif,13601,0
4726,T30SUG_20200821T105631,T30SUG_20200821T105631_20m_stack_p00340.tif,T30SUG_20200821T105631_20m_stack_maskf_p00340.tif,6486,0
4727,T36LWL_20200821T073621,T36LWL_20200821T073621_20m_stack_p00273.tif,T36LWL_20200821T073621_20m_stack_maskf_p00273.tif,13249,14
4728,T30PYB_20200827T102559,T30PYB_20200827T102559_20m_stack_p00455.tif,T30PYB_20200827T102559_20m_stack_maskf_p00455.tif,0,0
4729,T52LFL_20200812T013719,T52LFL_20200812T013719_20m_stack_p00063.tif,T52LFL_20200812T013719_20m_stack_maskf_p00063.tif,10303,0
4730,T12TUQ_20200813T181931,T12TUQ_20200813T181931_20m_stack_p00457.tif,T12TUQ_20200813T181931_20m_stack_maskf_p00457.tif,4069,0
4731,T22MEA_20200806T135121,T22MEA_20200806T135121_20m_stack_p00131.tif,T22MEA_20200806T135121_20m_stack_maskf_p00131.tif,4936,0
